SMILES,HOMO,LUMO,S1,T1
c1ccc(-n2c3ccccc3c3c(-c4cc(-c5c6ccccc6c(-c6cccc7c6c6ccccc6n7-c6ccccc6)c6ccccc56)cc5ccccc45)cccc32)cc1,-5.062966346740723,-1.7260366678237915,3.100670576095581,1.6492000818252563
c1ccc(-n2c3ccccc3c3cc(-c4cc(-c5c6ccccc6c(-c6cccc7c6c6ccccc6n7-c6ccccc6)c6ccccc56)cc5ccccc45)ccc32)cc1,-5.065425395965576,-1.760817050933838,3.1152210235595703,1.6584490537643433
c1ccc(-n2c3ccccc3c3c(-c4c5ccccc5c(-c5cc6ccccc6cc5-c5cccc6c7ccccc7n(-c7ccccc7)c56)c5ccccc45)cccc32)cc1,-5.018351078033447,-1.780604362487793,3.0427234172821045,1.630191445350647
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc6c(-c7ccc8c9ccccc9n(-c9ccccc9)c8c7)cccc6c5)c5ccccc45)ccc32)cc1,-5.053832530975342,-1.7521001100540161,3.121567964553833,1.6740351915359497
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc6c(-c7cccc8c9ccccc9n(-c9ccccc9)c78)cccc6c5)c5ccccc45)ccc32)cc1,-5.057082176208496,-1.7308309078216553,3.1243224143981934,1.672844409942627
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc6c(-c7ccccc7-n7c8ccccc8c8ccccc87)cccc6c5)c5ccccc45)ccc32)cc1,-5.073812961578369,-1.7494850158691406,3.105161428451538,1.6628459692001343
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc6c(-c7cccc(-n8c9ccccc9c9ccccc98)c7)cccc6c5)c5ccccc45)ccc32)cc1,-5.114146709442139,-1.773020625114441,3.133363962173462,1.6820100545883179
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc6c(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)cccc6c5)c5ccccc45)ccc32)cc1,-5.103673458099365,-1.801350474357605,3.119891405105591,1.6747777462005615
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc(-c6cccc7c6c6ccccc6n7-c6ccccc6)c6ccccc56)c5ccccc45)ccc32)cc1,-5.035740375518799,-1.7265596389770508,3.108574390411377,1.6631901264190674
c1ccc(-n2c3ccccc3c3cc(-c4ccc(-c5c6ccccc6c(-c6ccc7c(c6)c6ccccc6n7-c6ccccc6)c6ccccc56)c5ccccc45)ccc32)cc1,-5.043030261993408,-1.7486133575439453,3.107257127761841,1.671270489692688
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc(-c6ccc7c8ccccc8n(-c8ccccc8)c7c6)c6ccccc56)c5ccccc45)ccc32)cc1,-5.047421455383301,-1.7419013977050781,3.1143229007720947,1.6699519157409668
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc(-c6cccc7c8ccccc8n(-c8ccccc8)c67)c6ccccc56)c5ccccc45)ccc32)cc1,-5.078950881958008,-1.7196732759475708,3.119412422180176,1.674185037612915
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc(-c6ccccc6-n6c7ccccc7c7ccccc76)c6ccccc56)c5ccccc45)ccc32)cc1,-5.110172748565674,-1.7384146451950073,3.100191593170166,1.6669596433639526
c1ccc(-n2c3ccccc3c3c(-c4c5ccccc5c(-c5cc6ccccc6cc5-c5ccccc5-n5c6ccccc6c6ccccc65)c5ccccc45)cccc32)cc1,-5.133050918579102,-1.8204405307769775,3.0318479537963867,1.635876178741455
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc(-c6cccc(-n7c8ccccc8c8ccccc87)c6)c6ccccc56)c5ccccc45)ccc32)cc1,-5.123939037322998,-1.7576789855957031,3.131268262863159,1.6792092323303223
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)c6ccccc56)c5ccccc45)ccc32)cc1,-5.130613803863525,-1.7872291803359985,3.1180951595306396,1.6753588914871216
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cc(-c6cccc7c6c6ccccc6n7-c6ccccc6)cc6ccccc56)c5ccccc45)ccc32)cc1,-5.070827007293701,-1.7216781377792358,3.1261188983917236,1.673080325126648
c1ccc(-n2c3ccccc3c3cc(-c4cc(-c5c6ccccc6c(-c6ccc7c(c6)c6ccccc6n7-c6ccccc6)c6ccccc56)c5ccccc5c4)ccc32)cc1,-5.051373481750488,-1.73396897315979,3.1307294368743896,1.6748827695846558
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cc(-c6ccc7c8ccccc8n(-c8ccccc8)c7c6)cc6ccccc56)c5ccccc45)ccc32)cc1,-5.072232246398926,-1.732661485671997,3.1362383365631104,1.6783626079559326
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cc(-c6cccc7c8ccccc8n(-c8ccccc8)c67)cc6ccccc56)c5ccccc45)ccc32)cc1,-5.093573570251465,-1.7224626541137695,3.1414475440979004,1.6848136186599731
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cc(-c6ccccc6-n6c7ccccc7c7ccccc76)cc6ccccc56)c5ccccc45)ccc32)cc1,-5.1133341789245605,-1.7345792055130005,3.097856283187866,1.68030846118927
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cc(-c6cccc(-n7c8ccccc8c8ccccc87)c6)cc6ccccc56)c5ccccc45)ccc32)cc1,-5.151351451873779,-1.762821912765503,3.144561290740967,1.688416600227356
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)cc6ccccc56)c5ccccc45)ccc32)cc1,-5.160686016082764,-1.764826774597168,3.1420464515686035,1.685990571975708
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5c(-c6cccc7c6c6ccccc6n7-c6ccccc6)ccc6ccccc56)c5ccccc45)ccc32)cc1,-4.986294746398926,-1.6902973651885986,3.0486364364624023,1.6575719118118286
c1ccc(-n2c3ccccc3c3c(-c4c5ccccc5c(-c5cc6ccccc6cc5-c5cccc(-n6c7ccccc7c7ccccc76)c5)c5ccccc45)cccc32)cc1,-5.119701385498047,-1.8018735647201538,3.0870182514190674,1.6459357738494873
c1ccc(-n2c3ccccc3c3cc(-c4ccc5ccccc5c4-c4c5ccccc5c(-c5ccc6c(c5)c5ccccc5n6-c5ccccc5)c5ccccc45)ccc32)cc1,-4.994638442993164,-1.7107820510864258,3.0683960914611816,1.6663877964019775
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5c(-c6ccc7c8ccccc8n(-c8ccccc8)c7c6)ccc6ccccc56)c5ccccc45)ccc32)cc1,-5.034774303436279,-1.716535210609436,3.0663602352142334,1.6546739339828491
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5c(-c6cccc7c8ccccc8n(-c8ccccc8)c67)ccc6ccccc56)c5ccccc45)ccc32)cc1,-5.040307521820068,-1.7059006690979004,3.079293966293335,1.6561728715896606
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5c(-c6ccccc6-n6c7ccccc7c7ccccc76)ccc6ccccc56)c5ccccc45)ccc32)cc1,-5.143557071685791,-1.7721489667892456,3.0621988773345947,1.6608251333236694
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5c(-c6cccc(-n7c8ccccc8c8ccccc87)c6)ccc6ccccc56)c5ccccc45)ccc32)cc1,-5.133072853088379,-1.7548023462295532,3.119652032852173,1.671759009361267
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5c(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)ccc6ccccc56)c5ccccc45)ccc32)cc1,-5.147635459899902,-1.7583762407302856,3.1149215698242188,1.6787762641906738
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6cc(-c7cccc8c7c7ccccc7n8-c7ccccc7)ccc56)c5ccccc45)ccc32)cc1,-5.073110103607178,-1.724118947982788,3.1232447624206543,1.6629347801208496
c1ccc(-n2c3ccccc3c3cc(-c4ccc5c(-c6c7ccccc7c(-c7ccc8c(c7)c7ccccc7n8-c7ccccc7)c7ccccc67)cccc5c4)ccc32)cc1,-5.052603244781494,-1.7638678550720215,3.115520477294922,1.6732441186904907
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6cc(-c7ccc8c9ccccc9n(-c9ccccc9)c8c7)ccc56)c5ccccc45)ccc32)cc1,-5.070651054382324,-1.744516372680664,3.129591703414917,1.6688472032546997
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6cc(-c7cccc8c9ccccc9n(-c9ccccc9)c78)ccc56)c5ccccc45)ccc32)cc1,-5.079214096069336,-1.7348406314849854,3.1292922496795654,1.6697299480438232
c1ccc(-n2c3ccccc3c3c(-c4c5ccccc5c(-c5cc6ccccc6cc5-c5ccc(-n6c7ccccc7c7ccccc76)cc5)c5ccccc45)cccc32)cc1,-5.1264424324035645,-1.815471887588501,3.0646538734436035,1.6561617851257324
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6cc(-c7ccccc7-n7c8ccccc8c8ccccc87)ccc56)c5ccccc45)ccc32)cc1,-5.109206676483154,-1.7459111213684082,3.108454704284668,1.66558837890625
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6cc(-c7cccc(-n8c9ccccc9c9ccccc98)c7)ccc56)c5ccccc45)ccc32)cc1,-5.111841201782227,-1.7459982633590698,3.1426451206207275,1.6791120767593384
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6cc(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)ccc56)c5ccccc45)ccc32)cc1,-5.137387275695801,-1.7794711589813232,3.121927261352539,1.6757020950317383
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6c(-c7cccc8c7c7ccccc7n8-c7ccccc7)cccc56)c5ccccc45)ccc32)cc1,-5.061737060546875,-1.7075568437576294,3.128154754638672,1.6572831869125366
c1ccc(-n2c3ccccc3c3cc(-c4cccc5c(-c6c7ccccc7c(-c7ccc8c(c7)c7ccccc7n8-c7ccccc7)c7ccccc67)cccc45)ccc32)cc1,-5.060155868530273,-1.743208885192871,3.123903274536133,1.6665043830871582
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6c(-c7ccc8c9ccccc9n(-c9ccccc9)c8c7)cccc56)c5ccccc45)ccc32)cc1,-5.062790870666504,-1.712874174118042,3.1286935806274414,1.670829176902771
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6c(-c7cccc8c9ccccc9n(-c9ccccc9)c78)cccc56)c5ccccc45)ccc32)cc1,-5.067533493041992,-1.7034598588943481,3.1296515464782715,1.6702073812484741
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6c(-c7ccccc7-n7c8ccccc8c8ccccc87)cccc56)c5ccccc45)ccc32)cc1,-5.100336074829102,-1.713832974433899,3.1109097003936768,1.6687638759613037
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6c(-c7cccc(-n8c9ccccc9c9ccccc98)c7)cccc56)c5ccccc45)ccc32)cc1,-5.115530014038086,-1.7467827796936035,3.1325857639312744,1.67478609085083
c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5cccc6c(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)cccc56)c5ccccc45)ccc32)cc1,-5.134763717651367,-1.77241051197052,3.1302504539489746,1.6721490621566772
c1ccc(-n2c3ccccc3c3c(-c4c(-c5c6ccccc6c(-c6cccc7c6c6ccccc6n7-c6ccccc6)c6ccccc56)ccc5ccccc45)cccc32)cc1,-5.010534763336182,-1.6844570636749268,3.0513010025024414,1.6441148519515991
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc(-c6cccc7c6c6ccccc6n7-c6ccccc6)c6ccccc6c5)c5ccccc45)cc32)cc1,-5.074647426605225,-1.7387633323669434,3.122526168823242,1.663290023803711
c1ccc(-n2c3ccccc3c3cc(-c4cc(-c5c6ccccc6c(-c6ccc7c8ccccc8n(-c8ccccc8)c7c6)c6ccccc56)cc5ccccc45)ccc32)cc1,-5.076272010803223,-1.7683135271072388,3.134322166442871,1.669893741607666
c1ccc(-n2c3ccccc3c3ccc(-c4cc(-c5c6ccccc6c(-c6ccc7c8ccccc8n(-c8ccccc8)c7c6)c6ccccc56)cc5ccccc45)cc32)cc1,-5.092388153076172,-1.7583762407302856,3.1307294368743896,1.673110842704773
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc(-c6cccc7c8ccccc8n(-c8ccccc8)c67)c6ccccc6c5)c5ccccc45)cc32)cc1,-5.104859352111816,-1.7463469505310059,3.1375555992126465,1.6673260927200317
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc(-c6ccccc6-n6c7ccccc7c7ccccc76)c6ccccc6c5)c5ccccc45)cc32)cc1,-5.129033088684082,-1.774415373802185,3.101748466491699,1.6612470149993896
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc(-c6cccc(-n7c8ccccc8c8ccccc87)c6)c6ccccc6c5)c5ccccc45)cc32)cc1,-5.178193092346191,-1.7868804931640625,3.1602494716644287,1.6843417882919312
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)c6ccccc6c5)c5ccccc45)cc32)cc1,-5.17690896987915,-1.7971664667129517,3.144441604614258,1.6829205751419067
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc6ccccc6cc5-c5cccc6c5c5ccccc5n6-c5ccccc5)c5ccccc45)cc32)cc1,-5.0000834465026855,-1.7463469505310059,3.0066168308258057,1.6603032350540161
c1ccc(-n2c3ccccc3c3cc(-c4cc5ccccc5cc4-c4c5ccccc5c(-c5ccc6c7ccccc7n(-c7ccccc7)c6c5)c5ccccc45)ccc32)cc1,-4.986733913421631,-1.7678776979446411,3.0455377101898193,1.6644448041915894
c1ccc(-n2c3ccccc3c3ccc(-c4cc5ccccc5cc4-c4c5ccccc5c(-c5ccc6c7ccccc7n(-c7ccccc7)c6c5)c5ccccc45)cc32)cc1,-5.015804290771484,-1.7816067934036255,3.0573785305023193,1.6576051712036133
c1ccc(-n2c3ccccc3c3cc(-c4c(-c5c6ccccc6c(-c6cccc7c6c6ccccc6n7-c6ccccc6)c6ccccc56)ccc5ccccc45)ccc32)cc1,-5.006406784057617,-1.715576410293579,3.041226387023926,1.6497552394866943
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc6ccccc6cc5-c5cccc6c7ccccc7n(-c7ccccc7)c56)c5ccccc45)cc32)cc1,-5.044523239135742,-1.7817375659942627,3.046271324157715,1.6620908975601196
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc6ccccc6cc5-c5ccccc5-n5c6ccccc6c6ccccc65)c5ccccc45)cc32)cc1,-5.14733362197876,-1.8332325220108032,3.043651580810547,1.6523089408874512
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc6ccccc6cc5-c5cccc(-n6c7ccccc7c7ccccc76)c5)c5ccccc45)cc32)cc1,-5.15811014175415,-1.8260847330093384,3.0979161262512207,1.6696133613586426
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc6ccccc6cc5-c5ccc(-n6c7ccccc7c7ccccc76)cc5)c5ccccc45)cc32)cc1,-5.143688678741455,-1.8338862657546997,3.0850422382354736,1.6756763458251953
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6ccccc6c5-c5cccc6c5c5ccccc5n6-c5ccccc5)c5ccccc45)cc32)cc1,-5.0281877517700195,-1.7081670761108398,3.061689853668213,1.6585156917572021
c1ccc(-n2c3ccccc3c3cc(-c4c(-c5c6ccccc6c(-c6ccc7c8ccccc8n(-c8ccccc8)c7c6)c6ccccc56)ccc5ccccc45)ccc32)cc1,-5.022303581237793,-1.7184529304504395,3.053666114807129,1.667270541191101
c1ccc(-n2c3ccccc3c3ccc(-c4c(-c5c6ccccc6c(-c6ccc7c8ccccc8n(-c8ccccc8)c7c6)c6ccccc56)ccc5ccccc45)cc32)cc1,-5.070870876312256,-1.730656623840332,3.080491542816162,1.6616911888122559
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6ccccc6c5-c5cccc6c7ccccc7n(-c7ccccc7)c56)c5ccccc45)cc32)cc1,-5.080970764160156,-1.7197604179382324,3.0799527168273926,1.6634565591812134
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6ccccc6c5-c5ccccc5-n5c6ccccc6c6ccccc65)c5ccccc45)cc32)cc1,-5.179554462432861,-1.785921573638916,3.065911293029785,1.663434386253357
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6ccccc6c5-c5cccc(-n6c7ccccc7c7ccccc76)c5)c5ccccc45)cc32)cc1,-5.18517541885376,-1.782260537147522,3.126657724380493,1.681610345840454
c1ccc(-n2c3ccccc3c3ccc(-c4c(-c5c6ccccc6c(-c6cccc7c6c6ccccc6n7-c6ccccc6)c6ccccc56)ccc5ccccc45)cc32)cc1,-5.042327404022217,-1.7174068689346313,3.068964958190918,1.6412724256515503
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6ccccc6c5-c5ccc(-n6c7ccccc7c7ccccc76)cc5)c5ccccc45)cc32)cc1,-5.1920037269592285,-1.7831758260726929,3.1088738441467285,1.6862958669662476
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6cc(-c7cccc8c7c7ccccc7n8-c7ccccc7)ccc6c5)c5ccccc45)cc32)cc1,-5.081497669219971,-1.7704927921295166,3.111268997192383,1.6719754934310913
c1ccc(-n2c3ccccc3c3cc(-c4ccc5cc(-c6c7ccccc7c(-c7ccc8c9ccccc9n(-c9ccccc9)c8c7)c7ccccc67)ccc5c4)ccc32)cc1,-5.079301834106445,-1.8077138662338257,3.1074368953704834,1.6764668226242065
c1ccc(-n2c3ccccc3c3ccc(-c4ccc5cc(-c6c7ccccc7c(-c7ccc8c9ccccc9n(-c9ccccc9)c8c7)c7ccccc67)ccc5c4)cc32)cc1,-5.102312088012695,-1.7791659832000732,3.131747245788574,1.6746491193771362
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6cc(-c7cccc8c9ccccc9n(-c9ccccc9)c78)ccc6c5)c5ccccc45)cc32)cc1,-5.109382152557373,-1.7702312469482422,3.1234242916107178,1.6791120767593384
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6cc(-c7ccccc7-n7c8ccccc8c8ccccc87)ccc6c5)c5ccccc45)cc32)cc1,-5.136048316955566,-1.7676161527633667,3.117915391921997,1.684735894203186
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6cc(-c7cccc(-n8c9ccccc9c9ccccc98)c7)ccc6c5)c5ccccc45)cc32)cc1,-5.155918598175049,-1.7965126037597656,3.1407291889190674,1.6843972206115723
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6cc(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)ccc6c5)c5ccccc45)cc32)cc1,-5.1674017906188965,-1.8122901916503906,3.1248013973236084,1.6779851913452148
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6c(-c7cccc8c7c7ccccc7n8-c7ccccc7)cccc6c5)c5ccccc45)cc32)cc1,-5.077633380889893,-1.7452137470245361,3.1207895278930664,1.662179708480835
c1ccc(-n2c3ccccc3c3cc(-c4cccc5cc(-c6c7ccccc7c(-c7ccc8c9ccccc9n(-c9ccccc9)c8c7)c7ccccc67)ccc45)ccc32)cc1,-5.065425395965576,-1.8090649843215942,3.096179723739624,1.6730400323867798
c1ccc(-n2c3ccccc3c3c(-c4c5ccccc5c(-c5ccc6ccccc6c5-c5cccc6c7ccccc7n(-c7ccccc7)c56)c5ccccc45)cccc32)cc1,-5.054008483886719,-1.715227723121643,3.083186149597168,1.6454472541809082
c1ccc(-n2c3ccccc3c3ccc(-c4cccc5cc(-c6c7ccccc7c(-c7ccc8c9ccccc9n(-c9ccccc9)c8c7)c7ccccc67)ccc45)cc32)cc1,-5.095681190490723,-1.7480031251907349,3.125939130783081,1.6707069873809814
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6c(-c7cccc8c9ccccc9n(-c9ccccc9)c78)cccc6c5)c5ccccc45)cc32)cc1,-5.0980963706970215,-1.7317898273468018,3.129591703414917,1.6733731031417847
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6c(-c7ccccc7-n7c8ccccc8c8ccccc87)cccc6c5)c5ccccc45)cc32)cc1,-5.143227577209473,-1.7511413097381592,3.124502182006836,1.6766833066940308
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6c(-c7cccc(-n8c9ccccc9c9ccccc98)c7)cccc6c5)c5ccccc45)cc32)cc1,-5.151593208312988,-1.776289463043213,3.134801149368286,1.6822820901870728
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc6c(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)cccc6c5)c5ccccc45)cc32)cc1,-5.150890350341797,-1.8084547519683838,3.1219871044158936,1.6800892353057861
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc(-c6cccc7c6c6ccccc6n7-c6ccccc6)c6ccccc56)c5ccccc45)cc32)cc1,-5.0768866539001465,-1.7298721075057983,3.120490312576294,1.6655217409133911
c1ccc(-n2c3ccccc3c3cc(-c4ccc(-c5c6ccccc6c(-c6ccc7c8ccccc8n(-c8ccccc8)c7c6)c6ccccc56)c5ccccc45)ccc32)cc1,-5.076755046844482,-1.7673547267913818,3.103724241256714,1.6698187589645386
c1ccc(-n2c3ccccc3c3ccc(-c4ccc(-c5c6ccccc6c(-c6ccc7c8ccccc8n(-c8ccccc8)c7c6)c6ccccc56)c5ccccc45)cc32)cc1,-5.086503505706787,-1.7439934015274048,3.1221070289611816,1.6711539030075073
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc(-c6cccc7c8ccccc8n(-c8ccccc8)c67)c6ccccc56)c5ccccc45)cc32)cc1,-5.1314263343811035,-1.7220268249511719,3.1283342838287354,1.6781433820724487
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc(-c6ccccc6-n6c7ccccc7c7ccccc76)c6ccccc56)c5ccccc45)cc32)cc1,-5.160013198852539,-1.7459982633590698,3.1098320484161377,1.669877052307129
c1ccc(-n2c3ccccc3c3c(-c4c5ccccc5c(-c5ccc6ccccc6c5-c5ccccc5-n5c6ccccc6c6ccccc65)c5ccccc45)cccc32)cc1,-5.164003849029541,-1.769708275794983,3.0697734355926514,1.6543853282928467
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc(-c6cccc(-n7c8ccccc8c8ccccc87)c6)c6ccccc56)c5ccccc45)cc32)cc1,-5.162543773651123,-1.7634320259094238,3.1381542682647705,1.681343913078308
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5ccc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)c6ccccc56)c5ccccc45)cc32)cc1,-5.169097900390625,-1.7982124090194702,3.119173049926758,1.675769329071045
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc(-c6cccc7c6c6ccccc6n7-c6ccccc6)cc6ccccc56)c5ccccc45)cc32)cc1,-5.098447799682617,-1.7236831188201904,3.132765293121338,1.6768512725830078
c1ccc(-n2c3ccccc3c3cc(-c4cc(-c5c6ccccc6c(-c6ccc7c8ccccc8n(-c8ccccc8)c7c6)c6ccccc56)c5ccccc5c4)ccc32)cc1,-5.079038619995117,-1.757940411567688,3.127017021179199,1.6745518445968628
c1ccc(-n2c3ccccc3c3ccc(-c4cc(-c5c6ccccc6c(-c6ccc7c8ccccc8n(-c8ccccc8)c7c6)c6ccccc56)c5ccccc5c4)cc32)cc1,-5.112368106842041,-1.7492235898971558,3.1495909690856934,1.6793869733810425
c1ccc(-n2c3ccccc3c3ccc(-c4c5ccccc5c(-c5cc(-c6cccc7c8ccccc8n(-c8ccccc8)c67)cc6ccccc56)c5ccccc45)cc32)cc1,-5.13201904296875,-1.7305693626403809,3.1379148960113525,1.6839308738708496
